SCORE,OpenCriticURL,SaleEnds,SaleStarted,LowestPrice,MainStory,MainExtra,Completionist,PlusPrice,PlusDiscount,PlusPercentOff,Publisher,ReleaseDate,genre,PercentOff,Title,OriginalTitle,Slug,id,Image,IsPS4,IsPS5,Popularity,CampaignName,CampaignCategoryId,Region,url,platform,ESRBRating,MexPrice,idPrice,idSalePrice,inPrice,inSalePrice,sgPrice,sgSalePrice,trPrice,trSalePrice,usPrice,usSalePrice,hkPrice,hkSalePrice
75,https://www.metacritic.com/game/frank-and-drake,2026-10-07T14:59:00.000Z,2026-09-23,/game/92574,2,11,,,,,,0000-00-00,Adventure,60%,Frank and Drake,"Frank and Drake (English, Japanese)",frank-and-drake-ps4-ps5,JP0211-PPSA09561_00-1793876680565826,https://image.api.playstation.com/vulcan/ap/rnd/202306/2208/2083cfe9751446703e5158250d4caf57eb456fc4474696b9.png?w=200,1,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JP0211-PPSA09561_00-1793876680565826,Playstation,TRD,null,220890,88356,949,379,20.27,8.10,54900,21960,12.99,5.19,108.00,43.20
75,https://www.metacritic.com/game/beyond-blue,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Adventure, Casual, Family",60%,Beyond Blue,"Beyond Blue (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",beyond-blue-ps4,UP2159-CUSA18922_00-BEYONDBLUESIEA00,https://image.api.playstation.com/vulcan/ap/rnd/202006/0823/P9QYxroVRycuL1kpmFB6q5HQ.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP2159-CUSA18922_00-BEYONDBLUESIEA00,Playstation,TRD,null,309690,123876,,,28.42,11.36,,,19.99,7.99,148.00,59.20
75,https://www.metacritic.com/game/descenders,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Sport,70%,Descenders,"Descenders (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",descenders-ps4,EP3999-CUSA10465_00-DESCENDERSGAMEEE,https://image.api.playstation.com/vulcan/ap/rnd/202007/2913/wcgJXG9S9tWOJAqgVc3AmNzm.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP3999-CUSA10465_00-DESCENDERSGAMEEE,Playstation,TRD,null,387390,116217,1599,479,35.54,10.66,76900,23070,24.99,7.49,198.00,59.40
75,https://www.metacritic.com/game/one-piece-pirate-warriors-4,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Adventure",80%,ONE PIECE: PIRATE WARRIORS 4,ONE PIECE: PIRATE WARRIORS 4 PS4 & PS5 (English),one-piece-pirate-warriors-4-ps4-ps5,UP0700-PPSA27501_00-ASIAFULLGAME0000,https://image.api.playstation.com/vulcan/ap/rnd/202510/2006/3c82619c80436b94fbffbd081d59a4f355672c330de61ee5.png?w=200,1,1,7,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP0700-PPSA27501_00-ASIAFULLGAME0000,Playstation,TRD,null,642690,128538,,,49.90,9.98,,,,,,
75,https://www.metacritic.com/game/visions-of-mana,2026-10-07T14:59:00.000Z,2026-09-23,/game/141839,,,,,,,,0000-00-00,"Action, Role Playing Games",40%,Visions of Mana,"Visions of Mana PS4 & PS5 (JP/EN ver) (English, Japanese)",visions-of-mana-ps4-ps5,JP0082-PPSA16094_00-VOMPS5JPN0000001,https://image.api.playstation.com/vulcan/ap/rnd/202405/1709/48805e5d3f637ae30a6fef07c41bdaef47b75fed48fa6ac4.png?w=200,1,1,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/JP0082-PPSA16094_00-VOMPS5JPN0000001,Playstation,TRD,null,975690,585414,,,79.90,47.94,,,,,479.00,287.40
75,https://www.metacritic.com/game/agatha-christie-death-on-the-nile,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Adventure,50%,Agatha Christie - Death on the Nile,"Agatha Christie - Death on the Nile (Simplified Chinese, English)",agatha-christie-death-on-the-nile-ps5,EP4295-PPSA27765_00-ACDONPS5000000WW,https://image.api.playstation.com/vulcan/ap/rnd/202412/1216/b7e9dd9e76a34cf50be47c5ae939475c58d86a4ecb414c9f.png?w=200,0,1,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/EP4295-PPSA27765_00-ACDONPS5000000WW,Playstation,TRD,null,476190,238095,2499,1249,42.68,21.34,1.74900,87450,39.99,19.99,238.00,119.00
75,https://www.metacritic.com/game/agatha-christie-hercule-poirot-the-first-cases,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Adventure,80%,Agatha Christie - Hercule Poirot: The First Cases,"Agatha Christie - Hercule Poirot: The First Cases (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",agatha-christie-hercule-poirot-the-first-cases-ps4,EP4295-CUSA23753_00-YOUNGPOIROT000EU,https://image.api.playstation.com/vulcan/ap/rnd/202107/1912/u655jXLcVXQGGAPoJHCIez7v.png?w=200,1,0,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/EP4295-CUSA23753_00-YOUNGPOIROT000EU,Playstation,TRD,null,309690,61938,,,28.42,5.68,,,,,148.00,29.60
75,https://www.metacritic.com/game/thirsty-suitors,2026-10-07T14:59:00.000Z,2026-09-23,/game/101248,7,10,13,,,,,0000-00-00,Adventure,50%,Thirsty Suitors,"Thirsty Suitors (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",thirsty-suitors-ps4-ps5,HP2418-PPSA06881_00-THIRSTYSIEJASIA0,https://image.api.playstation.com/vulcan/ap/rnd/202211/3022/0M3DUY6Y4bkrBoZowRtzzYL5.png?w=200,1,1,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/HP2418-PPSA06881_00-THIRSTYSIEJASIA0,Playstation,TRD,null,476190,238095,1999,999,42.68,21.34,1.04900,52450,29.99,14.99,238.00,119.00
75,https://www.metacritic.com/game/the-wild-at-heart,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Adventure, Puzzle",70%,The Wild at Heart,"The Wild at Heart (Simplified Chinese, English, Korean, Japanese)",the-wild-at-heart-ps4,UP3864-CUSA28245_00-5QRZFI14VTWAHA00,https://image.api.playstation.com/vulcan/ap/rnd/202110/2922/5NVAbVc47bWZYro0NY1H0RWR.png?w=200,1,0,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP3864-CUSA28245_00-5QRZFI14VTWAHA00,Playstation,TRD,null,387390,116217,1749,524,35.54,10.66,1.07900,32370,24.99,7.49,198.00,59.40
75,https://www.metacritic.com/game/battle-chasers-nightwar,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Role Playing Games, Strategy",80%,Battle Chasers: Nightwar,"Battle Chasers: Nightwar (Simplified Chinese, English, Korean, Japanese)",battle-chasers-nightwar-ps4,EP4389-CUSA06673_00-ASIA000000000000,https://image.api.playstation.com/cdn/EP4389/CUSA06673_00/4kpKEW4sYe0VoGlXVerGMErPJ6jglRSYYP7uVDGpW1BRgV33JFR4DyDFMMYsm3WL.png?w=200,1,0,3,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/EP4389-CUSA06673_00-ASIA000000000000,Playstation,TRD,null,476190,95238,,,42.68,8.53,,,,,238.00,47.60
75,https://www.metacritic.com/game/donut-county,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Puzzle,75%,Donut County,Donut County (English/Chinese/Korean/Japanese Ver.),donut-county-ps4,UP2470-CUSA10062_00-ASIA000000000000,https://image.api.playstation.com/cdn/UP2470/CUSA10062_00/88Q0DaDO6A4PlwqEFAikWTtk9Gg2NwWcxmxXd1bzSTbEcYJ3lyii3lcKpEBOFh7t.png?w=200,1,0,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP2470-CUSA10062_00-ASIA000000000000,Playstation,TRD,null,207570,51892,1082,324,19.55,4.88,3899,1169,,,99.00,24.75
75,https://www.metacritic.com/game/thehunter-call-of-the-wild,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Simulation, Sport",80%,theHunter: Call of the Wild™,"theHunter: Call of the Wild™ (Simplified Chinese, English, Japanese)",thehunter-call-of-the-wild-ps4,UP3501-CUSA08661_00-THCOTWBASE000000,https://image.api.playstation.com/vulcan/ap/rnd/202506/1610/26d0ff16f42eb2c053429a5e1fc5c430803e824dfbc435ed.png?w=200,1,0,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP3501-CUSA08661_00-THCOTWBASE000000,Playstation,TRD,null,476190,95238,,,42.68,8.53,,,,,238.00,47.60
75,https://www.metacritic.com/game/the-outlast-trials,2026-10-07T14:59:00.000Z,2026-09-23,/game/86515,16,26,44,,,,,0000-00-00,Horror,70%,The Outlast Trials,"The Outlast Trials (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",the-outlast-trials-ps4-ps5,HP2113-PPSA19187_00-0792718717330125,https://image.api.playstation.com/vulcan/ap/rnd/202607/0718/a0a4a14610353651cdae455a3da3f27dd2476b8d59c46abd.png?w=200,1,1,1,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/HP2113-PPSA19187_00-0792718717330125,Playstation,TRD,null,642690,192807,3080,924,55.93,16.77,66900,20070,39.99,11.99,308.00,92.40
75,https://www.metacritic.com/game/horizon-chase-2,2026-10-07T14:59:00.000Z,2026-09-23,/game/128233,5,8,22,,,,,0000-00-00,Driving/Racing,60%,Horizon Chase 2,"Horizon Chase 2 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",horizon-chase-2-ps4-ps5,UP1477-PPSA12771_00-HORIZONCHASE2000,https://image.api.playstation.com/vulcan/ap/rnd/202401/3017/47571cf1399026a8a61ed1a6810a4e28131b0761885fc2dd.png?w=200,1,1,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP1477-PPSA12771_00-HORIZONCHASE2000,Playstation,TRD,null,387390,154956,,,35.54,14.21,,,,,198.00,79.20
75,https://www.metacritic.com/game/etherborn,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Adventure, Puzzle",65%,Etherborn,Etherborn,etherborn-ps4,EP2791-CUSA15335_00-ETHERBORN0000001,https://image.api.playstation.com/cdn/EP2791/CUSA15335_00/A1IE3UOkJLDIuINZtUtrTjr7t0lDHCJf.png?w=200,1,0,,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP2791-CUSA15335_00-ETHERBORN0000001,Playstation,TRD,null,,,1165,407,,,48900,17115,16.99,5.94,,
75,https://www.metacritic.com/game/dragon-star-varnir,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Adventure, Role Playing Games",65%,Dragon Star Varnir™,Dragon Star Varnir™,dragon-star-varnir-ps4,EP4060-CUSA15724_00-VARNIR0000000000,https://image.api.playstation.com/cdn/EP4060/CUSA15724_00/QmCK4ZIaOCvPWogvf5GHHraEMsZ7FC4D.png?w=200,1,0,1,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP4060-CUSA15724_00-VARNIR0000000000,Playstation,TRD,null,,,1999,699,,,1.04900,36715,29.99,8.99,,
75,https://www.metacritic.com/game/shenmue-i-and-ii,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Adventure, Role Playing Games",85%,Shenmue I & II,Shenmue I & II,shenmue-i-and-ii-ps4,EP0177-CUSA08355_00-SHENMUE12BUNDLE0,https://image.api.playstation.com/cdn/EP0177/CUSA08355_00/tRFc3TUUIl4U4fJaqgzhdHySxxlhiPXS.png?w=200,1,0,,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP0177-CUSA08355_00-SHENMUE12BUNDLE0,Playstation,TRD,null,,,2249,337,,,1.94900,29235,29.99,4.49,,
75,https://www.metacritic.com/game/stick-it-to-the-man,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Adventure, Puzzle",60%,Stick it to the Man™,Stick it to the Man™,stick-it-to-the-man-ps4,EP4337-CUSA00539_00-STICKITP40000001,https://image.api.playstation.com/cdn/EP4337/CUSA00539_00/WHXeQcJlgDCSPBXuFeaW04nc5WAKGpNv.png?w=200,1,0,,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP4337-CUSA00539_00-STICKITP40000001,Playstation,TRD,null,,,665,266,,,34300,13720,7.99,3.19,,
75,https://www.metacritic.com/game/evans-remains,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Adventure,80%,Evan's Remains,Evan's Remains,evans-remains-ps4,EP5403-CUSA23460_00-0948747740176647,https://image.api.playstation.com/vulcan/ap/rnd/202410/0314/483c3752d06e69581c9676ad98c025eb1b50ba98a15f2daf.png?w=200,1,0,,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP5403-CUSA23460_00-0948747740176647,Playstation,TRD,null,,,624,124,,,32200,6440,6.99,1.39,,
75,https://www.metacritic.com/game/eiyuden-chronicle-hundred-heroes,2026-10-07T22:59:00.000Z,2026-09-23,/game/82916,47,65,94,,,,,0000-00-00,Role Playing Games,70%,Eiyuden Chronicle: Hundred Heroes,Eiyuden Chronicle: Hundred Heroes,eiyuden-chronicle-hundred-heroes-ps4-ps5,EP4040-PPSA04722_00-EIYUDENHEROESPS5,https://image.api.playstation.com/vulcan/ap/rnd/202309/0610/5ac881e0e3f0e361826382f894b4050776079eb18c1692ea.png?w=200,1,1,10,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP4040-PPSA04722_00-EIYUDENHEROESPS5,Playstation,TRD,null,,,2999,899,,,1.74900,52470,49.99,14.99,,
75,https://www.metacritic.com/game/pure-pool,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Simulation, Family, Sport",50%,Pure Pool,Pure Pool,pure-pool-ps4,EP4435-CUSA00332_00-UPUREPOOL0000001,https://image.api.playstation.com/cdn/EP4435/CUSA00332_00/1tt20kMJOIrLPK9wEOj0Kq02kjkAMPbv.png?w=200,1,0,,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP4435-CUSA00332_00-UPUREPOOL0000001,Playstation,TRD,null,,,832,416,,,42900,21450,9.99,4.99,,
75,https://www.metacritic.com/game/house-flipper-2,2026-10-07T22:59:00.000Z,2026-09-23,/game/130305,11,18,24,,,,,0000-00-00,Simulator,40%,House Flipper 2,House Flipper 2,house-flipper-2-ps5,EP5347-PPSA11333_00-HOUSEFLIPPER02EU,https://image.api.playstation.com/vulcan/ap/rnd/202311/1614/bfe378bd3e7b0220998dafd485f1daee1b275a5afeeec15c.png?w=200,0,1,,cat.gma.Autumn_Adventures_26_New,fc461e2d-f0a2-4b15-bf1f-73a825efca1c,en-in,https://store.playstation.com/en-in/product/EP5347-PPSA11333_00-HOUSEFLIPPER02EU,Playstation,TRD,null,,,3330,1998,,,1.39900,83940,39.99,23.99,,
75,https://www.metacritic.com/game/persona-dancing-endless-night-collection,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Music/Rhythm,70%,Persona Dancing: Endless Night Collection,Persona Dancing: Endless Night Collection,persona-dancing-endless-night-collection-ps4,EP2475-CUSA12813_00-PDANENDLESSNIGHT,https://image.api.playstation.com/cdn/EP2475/CUSA12813_00/xPXDcVRAB6MkFMizVXH2r9Xz9hKj596S.png?w=200,1,0,,cat.gma.Autumn_Adventures_26_New,fc461e2d-f0a2-4b15-bf1f-73a825efca1c,en-in,https://store.playstation.com/en-in/product/EP2475-CUSA12813_00-PDANENDLESSNIGHT,Playstation,TRD,null,,,6399,1919,,,4.19900,1.25970,,,,
75,https://www.metacritic.com/game/breakout-beyond,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Arcade",55%,Breakout Beyond,Breakout Beyond,breakout-beyond-ps4,UP0182-CUSA52930_00-BREAKOUTBEYOND00,https://image.api.playstation.com/vulcan/ap/rnd/202501/2417/8df4e9c7719a7ea6d363c3d53f41db8e31094ceff3f2aec6.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/UP0182-CUSA52930_00-BREAKOUTBEYOND00,Playstation,TRD,null,,,1248,561,,,52500,23625,14.99,6.74,,
75,https://www.metacritic.com/game/breakout-beyond,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Arcade",55%,Breakout Beyond,Breakout Beyond,breakout-beyond-ps5,UP0182-PPSA27898_00-BREAKOUTBEYOND01,https://image.api.playstation.com/vulcan/ap/rnd/202501/2417/8df4e9c7719a7ea6d363c3d53f41db8e31094ceff3f2aec6.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/UP0182-PPSA27898_00-BREAKOUTBEYOND01,Playstation,TRD,null,,,1248,561,,,52500,23625,14.99,6.74,,
75,https://www.metacritic.com/game/shadow-of-the-ninja-reborn,2026-10-07T22:59:00.000Z,2026-09-23,/game/132180,,,,,,,,0000-00-00,Action,50%,Shadow of the Ninja - Reborn,Shadow of the Ninja - Reborn PS4 & PS5,shadow-of-the-ninja-reborn-ps4-ps5,EP8204-PPSA20437_00-SHADOWNINJAPS5EU,https://image.api.playstation.com/vulcan/ap/rnd/202406/1908/4345952de84d65571c699decc7700d29f8464a0b3d5ec185.png?w=200,1,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP8204-PPSA20437_00-SHADOWNINJAPS5EU,Playstation,TRD,null,,,1499,749,,,69900,34950,19.99,9.99,,
75,https://www.metacritic.com/game/ys-memories-of-celceta,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Adventure, Role Playing Games",70%,Ys: Memories of Celceta,Ys: Memories of Celceta,ys-memories-of-celceta-ps4,EP4492-CUSA18056_00-YSCELCETA0000000,https://image.api.playstation.com/vulcan/img/cfn/11307PDAapCMjHRbfYQr7YjcknjiKCpg9GGFtrRcyJEyN2awO57FWJKU_BpTwkjk8ANAw-BgQuBbhsExNjc6M8W4VLITIg74.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP4492-CUSA18056_00-YSCELCETA0000000,Playstation,TRD,null,,,1999,599,,,1.04900,31470,,,,
75,https://www.metacritic.com/game/infinite-minigolf,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Casual, Family, Sport",75%,Infinite Minigolf,Infinite Minigolf,infinite-minigolf-ps4,EP4042-CUSA07813_00-IMINIGOLF0000001,https://image.api.playstation.com/cdn/EP4042/CUSA07813_00/6uE0qbvovAQkFA9jHxYaLbV3dAU04YaM.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP4042-CUSA07813_00-IMINIGOLF0000001,Playstation,TRD,null,,,1248,312,,,64900,16225,14.99,3.74,,
75,https://www.metacritic.com/game/the-escapists-2,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Role Playing Games, Simulation, Strategy",75%,The Escapists 2,The Escapists 2,the-escapists-2-ps4,EP4064-CUSA06244_00-THEESCAPISTS2000,https://image.api.playstation.com/cdn/EP4064/CUSA06244_00/kHP4OqfXhfXZG9znD4a6H01pNb36QcIN.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP4064-CUSA06244_00-THEESCAPISTS2000,Playstation,TRD,null,,,1599,399,,,76900,19225,,,,
75,https://www.metacritic.com/game/the-ninja-saviors-return-of-the-warriors,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Arcade, Fighting",60%,The Ninja Saviors: Return of the Warriors,The Ninja Saviors: Return of the Warriors,the-ninja-saviors-return-of-the-warriors-ps4,EP3547-CUSA16564_00-0000220000000001,https://image.api.playstation.com/vulcan/img/cfn/11307y3GXf9tkpT7p82qFxmBUHNKk7L1tIkBxKNuqGZxP7ZocOX_B_Rz9Kbq015HOblmtKkEn4Tq7urjqEwdcZZzofAL67Ig.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-tr,https://store.playstation.com/en-tr/product/EP3547-CUSA16564_00-0000220000000001,Playstation,TRD,null,,,,,,,69900,27960,19.99,7.99,,
75,https://www.metacritic.com/game/layers-of-fear,2026-10-07T22:59:00.000Z,2026-09-23,/game/109372,9,14,17,,,,,0000-00-00,"Adventure, Horror",90%,Layers of Fear,Layers of Fear (2016),layers-of-fear-ps4,EP1875-CUSA04497_00-LAYERSOFFEAR0000,https://image.api.playstation.com/cdn/EP1875/CUSA04497_00/J8b0L8N4HzreKpT1npQtMWHARVd8ARPX.png?w=200,1,0,1,cat.gma.Autumn_Adventures_26_New,fc461e2d-f0a2-4b15-bf1f-73a825efca1c,en-tr,https://store.playstation.com/en-tr/product/EP1875-CUSA04497_00-LAYERSOFFEAR0000,Playstation,TRD,null,,,,,,,84900,8490,19.99,1.99,,
75,https://www.metacritic.com/game/ether-one,2026-10-08T06:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Adventure, Puzzle",50%,Ether One,Ether One,ether-one-ps4,UP0943-CUSA02503_00-ETHERONEGAMEPS4E,https://image.api.playstation.com/cdn/UP0943/CUSA02503_00/ZGbrlMgqdekABnLrdHfYzRPMaulIrMqP.png?w=200,1,0,,cat.gma.x_Deals,5931f998-d583-4643-85e0-e890480fcff9,en-us,https://store.playstation.com/en-us/product/UP0943-CUSA02503_00-ETHERONEGAMEPS4E,Playstation,TRD,null,,,,,,,,,19.99,9.99,,
74,https://www.metacritic.com/game/not-a-hero,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Action,80%,Not A Hero,Not A Hero (English Ver.),not-a-hero-ps4,UP3643-CUSA02996_00-ASIA000000000000,https://image.api.playstation.com/cdn/UP3643/CUSA02996_00/nUWmxPCUkmNIwPhH5JMa3nVugIyCXsF8xrurpICAUWECcAGU6BEKnHn3vo2yG0jz.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP3643-CUSA02996_00-ASIA000000000000,Playstation,TRD,null,189810,37962,1082,216,19.97,3.99,54900,10980,12.99,2.59,101.00,20.20
74,https://www.metacritic.com/game/pathfinder-kingmaker-definitive-edition,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Role Playing Games,75%,Pathfinder: Kingmaker - Definitive Edition,"Pathfinder: Kingmaker - Definitive Edition (Simplified Chinese, English, Japanese)",pathfinder-kingmaker-definitive-edition-ps4,EP4062-CUSA15041_00-KINGMAKER0000000,https://image.api.playstation.com/vulcan/ap/rnd/202007/1015/OyOOQqWsW0fu1vGychxbkyix.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP4062-CUSA15041_00-KINGMAKER0000000,Playstation,TRD,null,309690,77422,1499,374,28.42,7.10,84900,21225,19.99,4.99,148.00,37.00
74,https://www.metacritic.com/game/date-everything,2026-10-07T14:59:00.000Z,2026-09-23,/game/154409,,,,,,,,0000-00-00,Simulation,66%,Date Everything!,Date Everything! (English),date-everything-ps5,EP4064-PPSA22788_00-0687926157599588,https://image.api.playstation.com/vulcan/ap/rnd/202506/1715/3441b62cd05c46b21dab1daa92e99cb44df3883fa01c84c2.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP4064-PPSA22788_00-0687926157599588,Playstation,TRD,null,476190,161904,2497,848,42.68,14.51,1.39900,47566,29.99,10.19,238.00,80.92
74,https://www.metacritic.com/game/headbangers-rhythm-royale,2026-10-07T14:59:00.000Z,2026-09-23,/game/139793,2,,40,,,,,0000-00-00,Music/Rhythm,80%,Headbangers: Rhythm Royale,"Headbangers: Rhythm Royale (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",headbangers-rhythm-royale-ps4-ps5,EP4064-PPSA07258_00-7183413435027164,https://image.api.playstation.com/vulcan/ap/rnd/202306/0616/0e07aa80aeb9d2a624b2004324f314b7c566549d694d05ff.png?w=200,1,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP4064-PPSA07258_00-7183413435027164,Playstation,TRD,null,309690,61938,1664,332,28.42,5.68,1.07900,21580,19.99,3.99,148.00,29.60
74,https://www.metacritic.com/game/bounty-star,2026-10-07T14:59:00.000Z,2026-09-23,/game/114700,,,,,,,,0000-00-00,Action,50%,Bounty Star,"Bounty Star (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",bounty-star-ps5,UP2470-PPSA23679_00-BOUNTYSTARSIEA00,https://image.api.playstation.com/vulcan/ap/rnd/202510/1523/3297e5ebcf92c147c5e92f0763d0c6ce734250166c70818e.png?w=200,0,1,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP2470-PPSA23679_00-BOUNTYSTARSIEA00,Playstation,TRD,null,387390,193695,1997,998,35.54,17.77,1.03100,51550,24.99,12.49,198.00,99.00
